Bacteria1,Bacteria2,Distance
Chlamydophila pneumoniae,Streptococcus anginosus,0.28
Chlamydophila pneumoniae,Streptobacillus moniliformis,0.2903
Chlamydophila pneumoniae,Spirillum minus,0.2903
Chlamydophila pneumoniae,Capnocytophaga canimorsus,0.2915
Chlamydophila pneumoniae,Pasteurella multocida,0.2905
Chlamydophila pneumoniae,Ureaplasma urealyticum,1
Chlamydophila pneumoniae,Cutibacterium acnes,0.2571
Chlamydophila pneumoniae,Listeria monocytogenes,0.2656
Chlamydophila pneumoniae,Enterococcus faecium,0.2753
Chlamydophila pneumoniae,Stenotrophomonas maltophilia,0.3033
Chlamydophila pneumoniae,Enterobacter aerogenes,0.2604
Chlamydophila pneumoniae,E. cloacae,0.2591
Chlamydophila pneumoniae,Acinetobacter baumannii,0.2916
Chlamydophila pneumoniae,Streptococcus hemolyticus,0.2788
Chlamydophila pneumoniae,Proteus mirabilis,0.2957
Chlamydophila pneumoniae,Burkholderia pseudomallei,0.2898
Chlamydophila pneumoniae,C. difficile,0.2827
Chlamydophila pneumoniae,Staphylococcus epidermidis,0.2822
Chlamydophila pneumoniae,Pseudomonas aeruginosa,0.2872
Chlamydophila pneumoniae,Streptococcus agalactiae,0.2763
Chlamydophila pneumoniae,Morganella morganii,0.2521
Chlamydophila pneumoniae,Kingella kingae,0.2931
Chlamydophila pneumoniae,Eikenella corrodens,0.2872
Chlamydophila pneumoniae,Cardiobacterium hominis,0.2834
Chlamydophila pneumoniae,Aggregatibacter actinomycetemcomitans,0.2907
Chlamydophila pneumoniae,Haemophilus parainfluenzae,0.2944
Chlamydophila pneumoniae,Enterococcus faecalis,0.2733
Chlamydophila pneumoniae,G Streptococcus,0.2787
Chlamydophila pneumoniae,Salmonella enterica,0.2648
Chlamydophila pneumoniae,Shigella dysenteriae,0.2964
Chlamydophila pneumoniae,Staphylococcus lugdunensis,0.2769
Chlamydophila pneumoniae,Staphylococcus saprophyticus,0.2771
Chlamydophila pneumoniae,Mycoplasma pneumoniae,0.2831
Chlamydophila pneumoniae,Gardnerella vaginalis,0.2649
Chlamydophila pneumoniae,Campylobacter spp,0.2919
Chlamydophila pneumoniae,Legionella pneumophila,0.2732
Chlamydophila pneumoniae,Clostridium septicum,1
Chlamydophila pneumoniae,Clostridium perfringens,1
Chlamydophila pneumoniae,C. trachomatis,0.2457
Chlamydophila pneumoniae,Prevotella bivia,0.2688
Chlamydophila pneumoniae,Streptococcus pyogenes,0.2788
Chlamydophila pneumoniae,Neisseria meningitidis,0.2662
Chlamydophila pneumoniae,S. ParatyphiA,0.2648
Chlamydophila pneumoniae,S.Typhi,0.2648
Chlamydophila pneumoniae,Klebsiella pneumoniae,0.2937
Chlamydophila pneumoniae,E. coli,0.2972
Chlamydophila pneumoniae,Neisseria gonorrhoeae,0.2645
Chlamydophila pneumoniae,Staphylococcus aureus,0.2802
Chlamydophila pneumoniae,Brucella melitensis,0.2761
Chlamydophila pneumoniae,Brucella abortus,0.276
Chlamydophila pneumoniae,Moraxella catarrhalis,0.2895
Chlamydophila pneumoniae,Haemophilus influenzae,0.2905
Chlamydophila pneumoniae,Streptococcus pneumoniae,0.275
Chlamydophila pneumoniae,V. cholerae,0.2927
Mycoplasma pneumoniae,Mycoplasma pneumoniae,0
Mycoplasma pneumoniae,Enterobacter agglomerans,0.2741
Mycoplasma pneumoniae,Enterobacter gergoviae,0.3032
Mycoplasma pneumoniae,Mycobacterium fortuitum,0.2784
Mycoplasma pneumoniae,M. abscessus,0.2724
Mycoplasma pneumoniae,Staphylococcus intermedius,0.2616
Mycoplasma pneumoniae,Streptococcus constellatus,0.2615
Mycoplasma pneumoniae,Streptococcus anginosus,0.2602
Mycoplasma pneumoniae,Streptobacillus moniliformis,0.2855
Mycoplasma pneumoniae,Spirillum minus,0.2855
Mycoplasma pneumoniae,Capnocytophaga canimorsus,0.2773
Mycoplasma pneumoniae,Pasteurella multocida,0.2972
Mycoplasma pneumoniae,Ureaplasma urealyticum,0.1742
Mycoplasma pneumoniae,Cutibacterium acnes,0.2781
Mycoplasma pneumoniae,Listeria monocytogenes,0.2626
Mycoplasma pneumoniae,Enterococcus faecium,0.2609
Mycoplasma pneumoniae,Stenotrophomonas maltophilia,0.268
Mycoplasma pneumoniae,Enterobacter aerogenes,0.3003
Mycoplasma pneumoniae,E. cloacae,0.3018
Mycoplasma pneumoniae,Acinetobacter baumannii,0.2615
Mycoplasma pneumoniae,Streptococcus hemolyticus,0.2583
Mycoplasma pneumoniae,Proteus mirabilis,0.2718
Mycoplasma pneumoniae,Burkholderia pseudomallei,0.2623
Mycoplasma pneumoniae,C. difficile,0.2757
Mycoplasma pneumoniae,Staphylococcus epidermidis,0.2612
Mycoplasma pneumoniae,Pseudomonas aeruginosa,0.2911
Mycoplasma pneumoniae,Streptococcus agalactiae,0.2613
Mycoplasma pneumoniae,Morganella morganii,0.2762
Mycoplasma pneumoniae,Kingella kingae,0.3034
Mycoplasma pneumoniae,Eikenella corrodens,0.2968
Mycoplasma pneumoniae,Cardiobacterium hominis,0.2941
Mycoplasma pneumoniae,Aggregatibacter actinomycetemcomitans,0.2948
Mycoplasma pneumoniae,Haemophilus parainfluenzae,0.302
Mycoplasma pneumoniae,Enterococcus faecalis,0.259
Mycoplasma pneumoniae,G Streptococcus,0.2583
Mycoplasma pneumoniae,Salmonella enterica,0.2812
Mycoplasma pneumoniae,Shigella dysenteriae,0.301
Mycoplasma pneumoniae,Staphylococcus lugdunensis,0.258
Mycoplasma pneumoniae,Staphylococcus saprophyticus,0.2587
Mycoplasma pneumoniae,Chlamydophila pneumoniae,0.2831
Mycoplasma pneumoniae,Gardnerella vaginalis,0.2723
Mycoplasma pneumoniae,Campylobacter spp,0.2745
Mycoplasma pneumoniae,Legionella pneumophila,0.2985
Mycoplasma pneumoniae,Clostridium septicum,0.2713
Mycoplasma pneumoniae,Clostridium perfringens,0.2706
Mycoplasma pneumoniae,C. trachomatis,0.285
Mycoplasma pneumoniae,Prevotella bivia,0.2722
Mycoplasma pneumoniae,Streptococcus pyogenes,0.2583
Mycoplasma pneumoniae,Neisseria meningitidis,0.303
Mycoplasma pneumoniae,S. ParatyphiA,0.2812
Mycoplasma pneumoniae,S.Typhi,0.2812
Mycoplasma pneumoniae,Klebsiella pneumoniae,0.3019
Mycoplasma pneumoniae,E. coli,0.3006
Mycoplasma pneumoniae,Neisseria gonorrhoeae,0.3025
Mycoplasma pneumoniae,Staphylococcus aureus,0.2556
Mycoplasma pneumoniae,Brucella melitensis,0.2732
Mycoplasma pneumoniae,Brucella abortus,0.2658
Mycoplasma pneumoniae,Moraxella catarrhalis,0.2891
Mycoplasma pneumoniae,Haemophilus influenzae,0.2932
Mycoplasma pneumoniae,Streptococcus pneumoniae,0.2567
Mycoplasma pneumoniae,V. cholerae,0.2804
Gardnerella vaginalis,Gardnerella vaginalis,0
Gardnerella vaginalis,Enterobacter agglomerans,0.2578
Gardnerella vaginalis,Enterobacter gergoviae,0.2546
Gardnerella vaginalis,Mycobacterium fortuitum,0.2003
Gardnerella vaginalis,M. abscessus,0.1983
Gardnerella vaginalis,Staphylococcus intermedius,0.2394
Gardnerella vaginalis,Streptococcus constellatus,0.249
Gardnerella vaginalis,Streptococcus anginosus,0.2495
Gardnerella vaginalis,Streptobacillus moniliformis,0.2621
Gardnerella vaginalis,Spirillum minus,0.2621
Gardnerella vaginalis,Capnocytophaga canimorsus,0.2605
Gardnerella vaginalis,Pasteurella multocida,0.2708
Gardnerella vaginalis,Ureaplasma urealyticum,0.2899
Gardnerella vaginalis,Cutibacterium acnes,0.2113
Gardnerella vaginalis,Listeria monocytogenes,0.225
Gardnerella vaginalis,Enterococcus faecium,0.2401
Gardnerella vaginalis,Stenotrophomonas maltophilia,0.248
Gardnerella vaginalis,Enterobacter aerogenes,0.2544
Gardnerella vaginalis,E. cloacae,0.2578
Gardnerella vaginalis,Acinetobacter baumannii,0.2527
Gardnerella vaginalis,Streptococcus hemolyticus,0.2399
Gardnerella vaginalis,Proteus mirabilis,0.2578
Gardnerella vaginalis,Burkholderia pseudomallei,0.2562
Gardnerella vaginalis,C. difficile,0.2317
Gardnerella vaginalis,Staphylococcus epidermidis,0.2409
Gardnerella vaginalis,Pseudomonas aeruginosa,0.2456
Gardnerella vaginalis,Streptococcus agalactiae,0.2385
Gardnerella vaginalis,Morganella morganii,0.256
Gardnerella vaginalis,Kingella kingae,0.2471
Gardnerella vaginalis,Eikenella corrodens,0.2492
Gardnerella vaginalis,Cardiobacterium hominis,0.2519
Gardnerella vaginalis,Aggregatibacter actinomycetemcomitans,0.2631
Gardnerella vaginalis,Haemophilus parainfluenzae,0.2622
Gardnerella vaginalis,Enterococcus faecalis,0.2416
Gardnerella vaginalis,G Streptococcus,0.2408
Gardnerella vaginalis,Salmonella enterica,0.2563
Gardnerella vaginalis,Shigella dysenteriae,0.2557
Gardnerella vaginalis,Staphylococcus lugdunensis,0.2426
Gardnerella vaginalis,Staphylococcus saprophyticus,0.2446
Gardnerella vaginalis,Chlamydophila pneumoniae,0.2649
Gardnerella vaginalis,Mycoplasma pneumoniae,0.2723
Gardnerella vaginalis,Campylobacter spp,0.2627
Gardnerella vaginalis,Legionella pneumophila,0.2466
Gardnerella vaginalis,Clostridium septicum,0.2308
Gardnerella vaginalis,Clostridium perfringens,0.2332
Gardnerella vaginalis,C. trachomatis,0.2617
Gardnerella vaginalis,Prevotella bivia,0.2636
Gardnerella vaginalis,Streptococcus pyogenes,0.2399
Gardnerella vaginalis,Neisseria meningitidis,0.2544
Gardnerella vaginalis,S. ParatyphiA,0.2563
Gardnerella vaginalis,S.Typhi,0.2563
Gardnerella vaginalis,Klebsiella pneumoniae,0.2594
Gardnerella vaginalis,E. coli,0.2548
Gardnerella vaginalis,Neisseria gonorrhoeae,0.2528
Gardnerella vaginalis,Staphylococcus aureus,0.2391
Gardnerella vaginalis,Brucella melitensis,0.2427
Gardnerella vaginalis,Brucella abortus,0.2471
Gardnerella vaginalis,Moraxella catarrhalis,0.2554
Gardnerella vaginalis,Haemophilus influenzae,0.2614
Gardnerella vaginalis,Streptococcus pneumoniae,0.2439
Gardnerella vaginalis,V. cholerae,0.2534
Campylobacter spp,Campylobacter spp,0
Campylobacter spp,Enterobacter agglomerans,0.2704
Campylobacter spp,Enterobacter gergoviae,0.26
Campylobacter spp,Mycobacterium fortuitum,0.2444
Campylobacter spp,M. abscessus,0.2395
Campylobacter spp,Staphylococcus intermedius,0.2517
Campylobacter spp,Streptococcus constellatus,0.2595
Campylobacter spp,Streptococcus anginosus,0.2614
Campylobacter spp,Streptobacillus moniliformis,0.2762
Campylobacter spp,Spirillum minus,0.2762
Campylobacter spp,Capnocytophaga canimorsus,0.2439
Campylobacter spp,Pasteurella multocida,0.2623
Campylobacter spp,Ureaplasma urealyticum,0.2632
Campylobacter spp,Cutibacterium acnes,0.2518
Campylobacter spp,Listeria monocytogenes,0.2523
Campylobacter spp,Enterococcus faecium,0.26
Campylobacter spp,Stenotrophomonas maltophilia,0.2619
Campylobacter spp,Enterobacter aerogenes,0.259
Campylobacter spp,E. cloacae,0.2631
Campylobacter spp,Acinetobacter baumannii,0.253
Campylobacter spp,Streptococcus hemolyticus,0.2616
Campylobacter spp,Proteus mirabilis,0.2543
Campylobacter spp,Burkholderia pseudomallei,0.2531
Campylobacter spp,C. difficile,0.2568
Campylobacter spp,Staphylococcus epidermidis,0.2558
Campylobacter spp,Pseudomonas aeruginosa,0.2467
Campylobacter spp,Streptococcus agalactiae,0.2576
Campylobacter spp,Morganella morganii,0.2342
Campylobacter spp,Kingella kingae,0.2594
Campylobacter spp,Eikenella corrodens,0.2568
Campylobacter spp,Cardiobacterium hominis,0.2438
Campylobacter spp,Aggregatibacter actinomycetemcomitans,0.2336
Campylobacter spp,Haemophilus parainfluenzae,0.2645
Campylobacter spp,Enterococcus faecalis,0.255
Campylobacter spp,G Streptococcus,0.2597
Campylobacter spp,Salmonella enterica,0.2535
Campylobacter spp,Shigella dysenteriae,0.2616
Campylobacter spp,Staphylococcus lugdunensis,0.2216
Campylobacter spp,Staphylococcus saprophyticus,0.2372
Campylobacter spp,Chlamydophila pneumoniae,0.2919
Campylobacter spp,Mycoplasma pneumoniae,0.2745
Campylobacter spp,Gardnerella vaginalis,0.2627
Campylobacter spp,Legionella pneumophila,0.2585
Campylobacter spp,Clostridium septicum,0.2578
Campylobacter spp,Clostridium perfringens,0.2572
Campylobacter spp,C. trachomatis,0.2829
Campylobacter spp,Prevotella bivia,0.2139
Campylobacter spp,Streptococcus pyogenes,0.2616
Campylobacter spp,Neisseria meningitidis,0.2601
Campylobacter spp,S. ParatyphiA,0.2535
Campylobacter spp,S.Typhi,0.2535
Campylobacter spp,Klebsiella pneumoniae,0.2596
Campylobacter spp,E. coli,0.2612
Campylobacter spp,Neisseria gonorrhoeae,0.2647
Campylobacter spp,Staphylococcus aureus,0.2528
Campylobacter spp,Brucella melitensis,0.2171
Campylobacter spp,Brucella abortus,0.2172
Campylobacter spp,Moraxella catarrhalis,0.2374
Campylobacter spp,Haemophilus influenzae,0.2439
Campylobacter spp,Streptococcus pneumoniae,0.2619
Campylobacter spp,V. cholerae,0.2622
Legionella pneumophila,Legionella pneumophila,0
Legionella pneumophila,Enterobacter agglomerans,0.1578
Legionella pneumophila,Enterobacter gergoviae,0.1578
Legionella pneumophila,Mycobacterium fortuitum,0.2277
Legionella pneumophila,M. abscessus,0.2187
Legionella pneumophila,Staphylococcus intermedius,0.2372
Legionella pneumophila,Streptococcus constellatus,0.2503
Legionella pneumophila,Streptococcus anginosus,0.2509
Legionella pneumophila,Streptobacillus moniliformis,0.2425
Legionella pneumophila,Spirillum minus,0.2425
Legionella pneumophila,Capnocytophaga canimorsus,0.2454
Legionella pneumophila,Pasteurella multocida,0.1742
Legionella pneumophila,Ureaplasma urealyticum,0.2894
Legionella pneumophila,Cutibacterium acnes,0.2357
Legionella pneumophila,Listeria monocytogenes,0.2377
Legionella pneumophila,Enterococcus faecium,0.2516
Legionella pneumophila,Stenotrophomonas maltophilia,0.1724
Legionella pneumophila,Enterobacter aerogenes,0.1626
Legionella pneumophila,E. cloacae,0.1593
Legionella pneumophila,Acinetobacter baumannii,0.1618
Legionella pneumophila,Streptococcus hemolyticus,0.25
Legionella pneumophila,Proteus mirabilis,0.1559
Legionella pneumophila,Burkholderia pseudomallei,0.1796
Legionella pneumophila,C. difficile,0.2445
Legionella pneumophila,Staphylococcus epidermidis,0.2408
Legionella pneumophila,Pseudomonas aeruginosa,0.1597
Legionella pneumophila,Streptococcus agalactiae,0.2537
Legionella pneumophila,Morganella morganii,0.1599
Legionella pneumophila,Kingella kingae,0.1811
Legionella pneumophila,Eikenella corrodens,0.1773
Legionella pneumophila,Cardiobacterium hominis,0.1703
Legionella pneumophila,Aggregatibacter actinomycetemcomitans,0.1781
Legionella pneumophila,Haemophilus parainfluenzae,0.1734
Legionella pneumophila,Enterococcus faecalis,0.2505
Legionella pneumophila,G Streptococcus,0.2528
Legionella pneumophila,Salmonella enterica,0.1555
Legionella pneumophila,Shigella dysenteriae,0.1646
Legionella pneumophila,Staphylococcus lugdunensis,0.238
Legionella pneumophila,Staphylococcus saprophyticus,0.2484
Legionella pneumophila,Chlamydophila pneumoniae,0.2732
Legionella pneumophila,Mycoplasma pneumoniae,0.2985
Legionella pneumophila,Gardnerella vaginalis,0.2466
Legionella pneumophila,Campylobacter spp,0.2585
Legionella pneumophila,Clostridium septicum,0.2584
Legionella pneumophila,Clostridium perfringens,0.2453
Legionella pneumophila,C. trachomatis,0.2425
Legionella pneumophila,Prevotella bivia,0.2596
Legionella pneumophila,Streptococcus pyogenes,0.25
Legionella pneumophila,Neisseria meningitidis,0.1788
Legionella pneumophila,S. ParatyphiA,0.1555
Legionella pneumophila,S.Typhi,0.1555
Legionella pneumophila,Klebsiella pneumoniae,0.1637
Legionella pneumophila,E. coli,0.1633
Legionella pneumophila,Neisseria gonorrhoeae,0.1791
Legionella pneumophila,Staphylococcus aureus,0.2361
Legionella pneumophila,Brucella melitensis,0.2085
Legionella pneumophila,Brucella abortus,0.2085
Legionella pneumophila,Moraxella catarrhalis,0.1656
Legionella pneumophila,Haemophilus influenzae,0.1639
Legionella pneumophila,Streptococcus pneumoniae,0.2544
Legionella pneumophila,V. cholerae,0.1698
Clostridium septicum,Clostridium septicum,0
Clostridium septicum,Enterobacter agglomerans,0.2662
Clostridium septicum,Enterobacter gergoviae,0.262
Clostridium septicum,Mycobacterium fortuitum,0.2159
Clostridium septicum,M. abscessus,0.2062
Clostridium septicum,Staphylococcus intermedius,0.2029
Clostridium septicum,Streptococcus constellatus,0.2042
Clostridium septicum,Streptococcus anginosus,0.2099
Clostridium septicum,Streptobacillus moniliformis,0.266
Clostridium septicum,Spirillum minus,0.266
Clostridium septicum,Capnocytophaga canimorsus,0.2658
Clostridium septicum,Pasteurella multocida,0.259
Clostridium septicum,Ureaplasma urealyticum,0.26
Clostridium septicum,Cutibacterium acnes,0.2302
Clostridium septicum,Listeria monocytogenes,0.1946
Clostridium septicum,Enterococcus faecium,0.189
Clostridium septicum,Stenotrophomonas maltophilia,0.2594
Clostridium septicum,Enterobacter aerogenes,0.2667
Clostridium septicum,E. cloacae,0.2614
Clostridium septicum,Acinetobacter baumannii,0.2536
Clostridium septicum,Streptococcus hemolyticus,0.2062
Clostridium septicum,Proteus mirabilis,0.2577
Clostridium septicum,Burkholderia pseudomallei,0.2694
Clostridium septicum,C. difficile,0.2018
Clostridium septicum,Staphylococcus epidermidis,0.2014
Clostridium septicum,Pseudomonas aeruginosa,0.2496
Clostridium septicum,Streptococcus agalactiae,0.2047
Clostridium septicum,Morganella morganii,0.2669
Clostridium septicum,Kingella kingae,0.2596
Clostridium septicum,Eikenella corrodens,0.2601
Clostridium septicum,Cardiobacterium hominis,0.2524
Clostridium septicum,Aggregatibacter actinomycetemcomitans,0.2604
Clostridium septicum,Haemophilus parainfluenzae,0.2657
Clostridium septicum,Enterococcus faecalis,0.1946
Clostridium septicum,G Streptococcus,0.2029
Clostridium septicum,Salmonella enterica,0.2587
Clostridium septicum,Shigella dysenteriae,0.2669
Clostridium septicum,Staphylococcus lugdunensis,0.2131
Clostridium septicum,Staphylococcus saprophyticus,0.2122
Clostridium septicum,Chlamydophila pneumoniae,1
Clostridium septicum,Mycoplasma pneumoniae,0.2713
Clostridium septicum,Gardnerella vaginalis,0.2308
Clostridium septicum,Campylobacter spp,0.2578
Clostridium septicum,Legionella pneumophila,0.2584
Clostridium septicum,Clostridium perfringens,0.2016
Clostridium septicum,C. trachomatis,0.228
Clostridium septicum,Prevotella bivia,0.253
Clostridium septicum,Streptococcus pyogenes,0.2062
Clostridium septicum,Neisseria meningitidis,0.2585
Clostridium septicum,S. ParatyphiA,0.2587
Clostridium septicum,S.Typhi,0.2587
Clostridium septicum,Klebsiella pneumoniae,0.2635
Clostridium septicum,E. coli,0.266
Clostridium septicum,Neisseria gonorrhoeae,0.2537
Clostridium septicum,Staphylococcus aureus,0.2006
Clostridium septicum,Brucella melitensis,0.2047
